CVE_ID,CWE_ID
CVE-2016-4758,CWE-200
CVE-2016-4759,CWE-119
CVE-2016-4760,CWE-284
CVE-2016-4761,CWE-416
CVE-2016-4762,CWE-119
CVE-2016-4763,CWE-310
CVE-2016-4764,CWE-119
CVE-2016-4765,CWE-119
CVE-2016-4766,CWE-119
CVE-2016-4767,CWE-119
CVE-2016-4768,CWE-119
CVE-2016-4769,CWE-119
CVE-2016-4771,CWE-200
CVE-2016-4772,CWE-399
CVE-2016-4773,CWE-125
CVE-2016-4774,CWE-125
CVE-2016-4775,CWE-119
CVE-2016-4776,CWE-125
CVE-2016-4777,CWE-264
CVE-2016-4778,CWE-264
CVE-2016-4779,CWE-119
CVE-2016-4780,CWE-476
CVE-2016-4781,CWE-254
CVE-2016-4782,CWE-20
CVE-2016-4783,CWE-79
CVE-2016-4784,CWE-200
CVE-2016-4785,CWE-200
CVE-2016-4789,CWE-79
CVE-2016-4790,CWE-79
CVE-2016-4793,CWE-20
CVE-2016-4796,CWE-119
CVE-2016-4797,CWE-369
CVE-2016-4800,CWE-284
CVE-2016-4802,CWE-264
CVE-2016-4804,CWE-119
CVE-2016-4805,CWE-416
CVE-2016-4806,CWE-200
CVE-2016-4807,CWE-79
CVE-2016-4808,CWE-352
CVE-2016-4809,CWE-20
CVE-2016-4810,CWE-284
CVE-2016-4811,CWE-284
CVE-2016-4812,CWE-79
CVE-2016-4813,CWE-284
CVE-2016-4814,CWE-22
CVE-2016-4815,CWE-22
CVE-2016-4816,CWE-200
CVE-2016-4818,CWE-295
CVE-2016-4820,CWE-352
CVE-2016-4822,CWE-77
CVE-2016-4824,CWE-254
CVE-2016-4825,CWE-20
CVE-2016-4826,CWE-79
CVE-2016-4827,CWE-79
CVE-2016-4828,CWE-19
CVE-2016-4829,CWE-295
CVE-2016-4830,CWE-295
CVE-2016-4832,CWE-295
CVE-2016-4833,CWE-79
CVE-2016-4834,CWE-264
CVE-2016-4837,CWE-89
CVE-2016-4838,CWE-20
CVE-2016-4839,CWE-200
CVE-2016-4840,CWE-295
CVE-2016-4841,CWE-20
CVE-2016-4842,CWE-200
CVE-2016-4843,CWE-200
CVE-2016-4844,CWE-200
CVE-2016-4845,CWE-352
CVE-2016-4846,CWE-426
CVE-2016-4847,CWE-79
CVE-2016-4848,CWE-79
CVE-2016-4849,CWE-79
CVE-2016-4850,CWE-284
CVE-2016-4851,CWE-79
CVE-2016-4852,CWE-20
CVE-2016-4853,CWE-78
CVE-2016-4854,CWE-352
CVE-2016-4855,CWE-79
CVE-2016-4856,CWE-79
CVE-2016-4857,CWE-601
CVE-2016-4858,CWE-79
CVE-2016-4859,CWE-601
CVE-2016-4860,CWE-287
CVE-2016-4861,CWE-89
CVE-2016-4862,CWE-20
CVE-2016-4863,CWE-287
CVE-2016-4864,CWE-134
CVE-2016-4865,CWE-79
CVE-2016-4866,CWE-79
CVE-2016-4867,CWE-200
CVE-2016-4868,CWE-20
CVE-2016-4869,CWE-200
CVE-2016-4870,CWE-79
CVE-2016-4871,CWE-399
CVE-2016-4872,CWE-200
CVE-2016-4873,CWE-275
CVE-2016-4874,CWE-284
CVE-2016-4875,CWE-79
CVE-2016-4876,CWE-352
CVE-2016-4877,CWE-79
CVE-2016-4878,CWE-352
CVE-2016-4879,CWE-352
CVE-2016-4880,CWE-79
CVE-2016-4881,CWE-352
CVE-2016-4882,CWE-352
CVE-2016-4883,CWE-79
CVE-2016-4884,CWE-352
CVE-2016-4885,CWE-352
CVE-2016-4886,CWE-352
CVE-2016-4887,CWE-352
CVE-2016-4888,CWE-79
CVE-2016-4889,CWE-264
CVE-2016-4890,CWE-254
CVE-2016-4891,CWE-352
CVE-2016-4892,CWE-79
CVE-2016-4893,CWE-89
CVE-2016-4895,CWE-94
CVE-2016-4896,CWE-264
CVE-2016-4897,CWE-79
CVE-2016-4898,CWE-20
CVE-2016-4899,CWE-20
CVE-2016-4900,CWE-426
CVE-2016-4901,CWE-426
CVE-2016-4902,CWE-426
CVE-2016-4903,CWE-79
CVE-2016-4904,CWE-352
CVE-2016-4905,CWE-89
CVE-2016-4906,CWE-79
CVE-2016-4907,CWE-352
CVE-2016-4908,CWE-284
CVE-2016-4909,CWE-352
CVE-2016-4910,CWE-284
CVE-2016-4911,CWE-284
CVE-2016-4912,CWE-476
CVE-2016-4913,CWE-200
CVE-2016-4921,CWE-399
CVE-2016-4922,CWE-77
CVE-2016-4923,CWE-79
CVE-2016-4924,CWE-275
CVE-2016-4925,CWE-19
CVE-2016-4926,CWE-287
CVE-2016-4927,CWE-20
CVE-2016-4928,CWE-352
CVE-2016-4929,CWE-77
CVE-2016-4930,CWE-79
CVE-2016-4931,CWE-611
CVE-2016-4945,CWE-79
CVE-2016-4946,CWE-79
CVE-2016-4947,CWE-200
CVE-2016-4948,CWE-79
CVE-2016-4949,CWE-200
CVE-2016-4950,CWE-200
CVE-2016-4952,CWE-787
CVE-2016-4953,CWE-287
CVE-2016-4954,CWE-362
CVE-2016-4955,CWE-362
CVE-2016-4957,CWE-476
CVE-2016-4959,CWE-476
CVE-2016-4960,CWE-20
CVE-2016-4961,CWE-20
CVE-2016-4962,CWE-264
CVE-2016-4963,CWE-284
CVE-2016-4965,CWE-78
CVE-2016-4966,CWE-287
CVE-2016-4967,CWE-200
CVE-2016-4968,CWE-200
CVE-2016-4969,CWE-79
CVE-2016-4970,CWE-835
CVE-2016-4972,CWE-20
CVE-2016-4973,CWE-119
CVE-2016-4974,CWE-20
CVE-2016-4975,CWE-93
CVE-2016-4976,CWE-200
CVE-2016-4977,CWE-19
CVE-2016-4978,CWE-502
CVE-2016-4979,CWE-284
CVE-2016-4980,CWE-330
CVE-2016-4982,CWE-362
CVE-2016-4983,CWE-732
CVE-2016-4984,CWE-362
CVE-2016-4985,CWE-200
CVE-2016-4986,CWE-22
CVE-2016-4987,CWE-22
CVE-2016-4988,CWE-79
CVE-2016-4989,CWE-77
CVE-2016-4992,CWE-200
CVE-2016-4993,CWE-93
CVE-2016-4994,CWE-416
CVE-2016-4995,CWE-200
CVE-2016-4996,CWE-255
CVE-2016-4997,CWE-264
CVE-2016-4998,CWE-119
CVE-2016-4999,CWE-89
CVE-2016-5000,CWE-611
CVE-2016-5001,CWE-200
CVE-2016-5002,CWE-611
CVE-2016-5003,CWE-502
CVE-2016-5004,CWE-400
CVE-2016-5005,CWE-79
CVE-2016-5006,CWE-200
CVE-2016-5007,CWE-264
CVE-2016-5008,CWE-284
CVE-2016-5009,CWE-20
CVE-2016-5010,CWE-125
CVE-2016-5012,CWE-200
CVE-2016-5013,CWE-74
CVE-2016-5014,CWE-200
CVE-2016-5016,CWE-295
CVE-2016-5017,CWE-119
CVE-2016-5019,CWE-502
CVE-2016-5020,CWE-264
CVE-2016-5021,CWE-200
CVE-2016-5022,CWE-284
CVE-2016-5023,CWE-284
CVE-2016-5024,CWE-20
CVE-2016-5025,CWE-20
CVE-2016-5026,CWE-284
CVE-2016-5027,CWE-476
CVE-2016-5028,CWE-476
CVE-2016-5029,CWE-476
CVE-2016-5030,CWE-476
CVE-2016-5031,CWE-125
CVE-2016-5032,CWE-125
CVE-2016-5033,CWE-125
CVE-2016-5034,CWE-787
CVE-2016-5035,CWE-125
CVE-2016-5036,CWE-125
CVE-2016-5037,CWE-476
CVE-2016-5038,CWE-125
CVE-2016-5039,CWE-125
CVE-2016-5040,CWE-125
CVE-2016-5041,CWE-476
CVE-2016-5042,CWE-835
CVE-2016-5043,CWE-125
CVE-2016-5044,CWE-787
CVE-2016-5045,CWE-200
CVE-2016-5048,CWE-89
CVE-2016-5049,CWE-22
CVE-2016-5050,CWE-434
CVE-2016-5051,CWE-200
CVE-2016-5052,CWE-254
CVE-2016-5053,CWE-306
CVE-2016-5054,CWE-284
CVE-2016-5055,CWE-79
CVE-2016-5056,CWE-326
CVE-2016-5057,CWE-254
CVE-2016-5058,CWE-284
CVE-2016-5059,CWE-200
CVE-2016-5060,CWE-79
CVE-2016-5061,CWE-79
CVE-2016-5062,CWE-669
CVE-2016-5063,CWE-285
CVE-2016-5065,CWE-77
CVE-2016-5066,CWE-255
CVE-2016-5067,CWE-77
CVE-2016-5068,CWE-287
CVE-2016-5069,CWE-613
CVE-2016-5070,CWE-255
CVE-2016-5071,CWE-264
CVE-2016-5072,CWE-94
CVE-2016-5073,CWE-79
CVE-2016-5074,CWE-134
CVE-2016-5075,CWE-79
CVE-2016-5076,CWE-200
CVE-2016-5077,CWE-79
CVE-2016-5078,CWE-79
CVE-2016-5081,CWE-798
CVE-2016-5084,CWE-310
CVE-2016-5085,CWE-330
CVE-2016-5086,CWE-287
CVE-2016-5087,CWE-264
CVE-2016-5091,CWE-254
CVE-2016-5092,CWE-22
CVE-2016-5093,CWE-125
CVE-2016-5094,CWE-190
CVE-2016-5095,CWE-190
CVE-2016-5096,CWE-190
CVE-2016-5097,CWE-200
CVE-2016-5098,CWE-22
CVE-2016-5099,CWE-79
CVE-2016-5100,CWE-330
CVE-2016-5101,CWE-284
CVE-2016-5102,CWE-20
CVE-2016-5104,CWE-284
CVE-2016-5105,CWE-908
CVE-2016-5106,CWE-787
CVE-2016-5107,CWE-125
CVE-2016-5108,CWE-119
CVE-2016-5109,CWE-284
CVE-2016-5114,CWE-119
CVE-2016-5115,CWE-125
CVE-2016-5116,CWE-119
CVE-2016-5117,CWE-254
CVE-2016-5118,CWE-284
CVE-2016-5119,CWE-20
CVE-2016-5124,CWE-79
CVE-2016-5126,CWE-787
CVE-2016-5127,CWE-416
CVE-2016-5128,CWE-254
CVE-2016-5129,CWE-119
CVE-2016-5130,CWE-284
CVE-2016-5131,CWE-416
CVE-2016-5132,CWE-254
CVE-2016-5133,CWE-287
CVE-2016-5134,CWE-200
CVE-2016-5135,CWE-20
CVE-2016-5136,CWE-416
CVE-2016-5137,CWE-200
CVE-2016-5138,CWE-190
CVE-2016-5139,CWE-119
CVE-2016-5140,CWE-119
CVE-2016-5141,CWE-20
CVE-2016-5142,CWE-416
CVE-2016-5143,CWE-264
CVE-2016-5144,CWE-284
CVE-2016-5145,CWE-254
CVE-2016-5147,CWE-79
CVE-2016-5148,CWE-79
CVE-2016-5149,CWE-94
CVE-2016-5150,CWE-416
CVE-2016-5151,CWE-416
CVE-2016-5152,CWE-190
CVE-2016-5153,CWE-19
CVE-2016-5154,CWE-119
CVE-2016-5155,CWE-254
CVE-2016-5156,CWE-416
CVE-2016-5157,CWE-119
CVE-2016-5158,CWE-190
CVE-2016-5159,CWE-190
CVE-2016-5160,CWE-254
CVE-2016-5161,CWE-704
CVE-2016-5162,CWE-254
CVE-2016-5163,CWE-254
CVE-2016-5164,CWE-79
CVE-2016-5165,CWE-79
CVE-2016-5166,CWE-200
CVE-2016-5168,CWE-346
CVE-2016-5170,CWE-416
CVE-2016-5171,CWE-416
CVE-2016-5172,CWE-200
CVE-2016-5173,CWE-284
CVE-2016-5174,CWE-20
CVE-2016-5176,CWE-284
CVE-2016-5177,CWE-416
CVE-2016-5178,CWE-20
CVE-2016-5179,CWE-119
CVE-2016-5180,CWE-787
CVE-2016-5181,CWE-79
CVE-2016-5182,CWE-119
CVE-2016-5183,CWE-416
CVE-2016-5184,CWE-416
CVE-2016-5185,CWE-416
CVE-2016-5186,CWE-125
CVE-2016-5187,CWE-20
CVE-2016-5188,CWE-20
CVE-2016-5189,CWE-284
CVE-2016-5190,CWE-416
CVE-2016-5191,CWE-79
CVE-2016-5192,CWE-284
CVE-2016-5193,CWE-20
CVE-2016-5195,CWE-362
CVE-2016-5196,CWE-254
CVE-2016-5197,CWE-20
CVE-2016-5198,CWE-125
CVE-2016-5199,CWE-119
CVE-2016-5200,CWE-119
CVE-2016-5201,CWE-200
CVE-2016-5202,CWE-732
CVE-2016-5203,CWE-416
CVE-2016-5204,CWE-79
CVE-2016-5205,CWE-79
CVE-2016-5206,CWE-284
CVE-2016-5207,CWE-79
CVE-2016-5208,CWE-79
CVE-2016-5209,CWE-787
CVE-2016-5210,CWE-787
CVE-2016-5211,CWE-416
CVE-2016-5212,CWE-200
CVE-2016-5213,CWE-416
CVE-2016-5214,CWE-19
CVE-2016-5215,CWE-416
CVE-2016-5216,CWE-416
CVE-2016-5217,CWE-284
CVE-2016-5218,CWE-20
CVE-2016-5219,CWE-416
CVE-2016-5220,CWE-200
CVE-2016-5221,CWE-190
CVE-2016-5222,CWE-20
CVE-2016-5223,CWE-190
CVE-2016-5224,CWE-189
CVE-2016-5225,CWE-19
CVE-2016-5226,CWE-79
CVE-2016-5228,CWE-119
CVE-2016-5229,CWE-284
CVE-2016-5230,CWE-264
CVE-2016-5231,CWE-264
CVE-2016-5232,CWE-119
CVE-2016-5233,CWE-200
CVE-2016-5234,CWE-119
CVE-2016-5235,CWE-79
CVE-2016-5236,CWE-79
CVE-2016-5237,CWE-264
CVE-2016-5238,CWE-787
CVE-2016-5239,CWE-284
CVE-2016-5240,CWE-20
CVE-2016-5241,CWE-189
CVE-2016-5243,CWE-200
CVE-2016-5244,CWE-200
CVE-2016-5247,CWE-254
CVE-2016-5248,CWE-264
CVE-2016-5249,CWE-264
CVE-2016-5250,CWE-200
CVE-2016-5251,CWE-20
CVE-2016-5252,CWE-119
CVE-2016-5253,CWE-264
CVE-2016-5254,CWE-416
CVE-2016-5255,CWE-416
CVE-2016-5256,CWE-119
CVE-2016-5257,CWE-119
CVE-2016-5258,CWE-416
CVE-2016-5259,CWE-416
CVE-2016-5260,CWE-200
CVE-2016-5261,CWE-190
CVE-2016-5262,CWE-79
CVE-2016-5263,CWE-704
CVE-2016-5264,CWE-416
CVE-2016-5265,CWE-79
CVE-2016-5266,CWE-264
CVE-2016-5267,CWE-20
CVE-2016-5268,CWE-254
CVE-2016-5270,CWE-119
CVE-2016-5271,CWE-125
CVE-2016-5272,CWE-20
CVE-2016-5273,CWE-284
CVE-2016-5274,CWE-416
CVE-2016-5275,CWE-119
CVE-2016-5276,CWE-416
CVE-2016-5277,CWE-416
CVE-2016-5278,CWE-119
CVE-2016-5279,CWE-200
CVE-2016-5280,CWE-416
CVE-2016-5281,CWE-416
CVE-2016-5282,CWE-200
CVE-2016-5283,CWE-284
CVE-2016-5284,CWE-20
CVE-2016-5285,CWE-476
CVE-2016-5287,CWE-416
CVE-2016-5288,CWE-200
CVE-2016-5289,CWE-119
CVE-2016-5290,CWE-119
CVE-2016-5291,CWE-20
CVE-2016-5292,CWE-20
CVE-2016-5293,CWE-20
CVE-2016-5294,CWE-20
CVE-2016-5295,CWE-264
CVE-2016-5296,CWE-119
CVE-2016-5297,CWE-190
CVE-2016-5298,CWE-20
CVE-2016-5299,CWE-275
CVE-2016-5300,CWE-399
CVE-2016-5301,CWE-20
CVE-2016-5302,CWE-284
CVE-2016-5303,CWE-79
CVE-2016-5305,CWE-79
CVE-2016-5306,CWE-200
CVE-2016-5307,CWE-22
CVE-2016-5308,CWE-119
CVE-2016-5309,CWE-125
CVE-2016-5310,CWE-787
CVE-2016-5311,CWE-427
CVE-2016-5312,CWE-22
CVE-2016-5313,CWE-78
CVE-2016-5314,CWE-787
CVE-2016-5315,CWE-125
CVE-2016-5316,CWE-125
CVE-2016-5317,CWE-119
CVE-2016-5318,CWE-119
CVE-2016-5319,CWE-119
CVE-2016-5321,CWE-119
CVE-2016-5322,CWE-125
CVE-2016-5323,CWE-369
CVE-2016-5325,CWE-113
CVE-2016-5328,CWE-200
CVE-2016-5329,CWE-200
CVE-2016-5330,CWE-426
CVE-2016-5331,CWE-93
CVE-2016-5332,CWE-22
CVE-2016-5333,CWE-798
CVE-2016-5334,CWE-668
CVE-2016-5340,CWE-20
CVE-2016-5341,CWE-284
CVE-2016-5342,CWE-787
CVE-2016-5343,CWE-120
CVE-2016-5344,CWE-190
CVE-2016-5345,CWE-119
CVE-2016-5346,CWE-200
CVE-2016-5347,CWE-200
CVE-2016-5348,CWE-399
CVE-2016-5349,CWE-200
CVE-2016-5350,CWE-399
CVE-2016-5351,CWE-20
CVE-2016-5352,CWE-125
CVE-2016-5353,CWE-20
CVE-2016-5354,CWE-476
CVE-2016-5355,CWE-20
CVE-2016-5356,CWE-119
CVE-2016-5357,CWE-20
CVE-2016-5358,CWE-20
CVE-2016-5359,CWE-119
CVE-2016-5360,CWE-119
CVE-2016-5361,CWE-20
CVE-2016-5362,CWE-254
CVE-2016-5363,CWE-254
CVE-2016-5364,CWE-79
CVE-2016-5365,CWE-264
CVE-2016-5366,CWE-284
CVE-2016-5367,CWE-200
CVE-2016-5368,CWE-399
CVE-2016-5372,CWE-352
CVE-2016-5374,CWE-264
CVE-2016-5383,CWE-284
CVE-2016-5384,CWE-415
CVE-2016-5385,CWE-284
CVE-2016-5386,CWE-284
CVE-2016-5387,CWE-284
CVE-2016-5388,CWE-284
CVE-2016-5390,CWE-200
CVE-2016-5391,CWE-476
CVE-2016-5392,CWE-200
CVE-2016-5393,CWE-284
CVE-2016-5394,CWE-79
CVE-2016-5395,CWE-79
CVE-2016-5396,CWE-399
CVE-2016-5397,CWE-77
CVE-2016-5398,CWE-79
CVE-2016-5399,CWE-787
CVE-2016-5400,CWE-119
CVE-2016-5401,CWE-352
CVE-2016-5402,CWE-94
CVE-2016-5403,CWE-400
CVE-2016-5404,CWE-284
CVE-2016-5405,CWE-199
CVE-2016-5406,CWE-264
CVE-2016-5407,CWE-119
CVE-2016-5408,CWE-119
CVE-2016-5409,CWE-200
CVE-2016-5410,CWE-287
CVE-2016-5411,CWE-255
CVE-2016-5412,CWE-399
CVE-2016-5414,CWE-284
CVE-2016-5416,CWE-200
CVE-2016-5417,CWE-399
CVE-2016-5418,CWE-20
CVE-2016-5419,CWE-310
CVE-2016-5420,CWE-285
CVE-2016-5421,CWE-416
CVE-2016-5422,CWE-264
CVE-2016-5423,CWE-476
CVE-2016-5424,CWE-94
CVE-2016-5425,CWE-276
CVE-2016-5426,CWE-399
CVE-2016-5427,CWE-399
CVE-2016-5429,CWE-200
CVE-2016-5430,CWE-310
CVE-2016-5431,CWE-310
CVE-2016-5432,CWE-532
CVE-2016-5433,CWE-310
CVE-2016-5434,CWE-399
CVE-2016-5435,CWE-399
CVE-2016-5479,CWE-200
CVE-2016-5481,CWE-200
CVE-2016-5482,CWE-284
CVE-2016-5486,CWE-199
CVE-2016-5491,CWE-284
CVE-2016-5492,CWE-284
CVE-2016-5493,CWE-284
CVE-2016-5495,CWE-200
CVE-2016-5497,CWE-284
CVE-2016-5498,CWE-200
CVE-2016-5499,CWE-264
CVE-2016-5500,CWE-200
CVE-2016-5502,CWE-284
CVE-2016-5504,CWE-200
CVE-2016-5505,CWE-200
CVE-2016-5506,CWE-284
CVE-2016-5508,CWE-200
CVE-2016-5510,CWE-200
CVE-2016-5511,CWE-254
CVE-2016-5512,CWE-79
CVE-2016-5513,CWE-200
CVE-2016-5517,CWE-284
CVE-2016-5521,CWE-284
CVE-2016-5522,CWE-200
CVE-2016-5524,CWE-200
CVE-2016-5525,CWE-254
CVE-2016-5526,CWE-284
CVE-2016-5527,CWE-284
CVE-2016-5532,CWE-284
CVE-2016-5533,CWE-284
CVE-2016-5534,CWE-284
CVE-2016-5536,CWE-284
CVE-2016-5540,CWE-254
CVE-2016-5545,CWE-254
CVE-2016-5551,CWE-284
CVE-2016-5556,CWE-284
CVE-2016-5557,CWE-284
CVE-2016-5560,CWE-284
CVE-2016-5562,CWE-284
CVE-2016-5565,CWE-200
CVE-2016-5566,CWE-284
CVE-2016-5568,CWE-284
CVE-2016-5569,CWE-284
CVE-2016-5570,CWE-284
CVE-2016-5571,CWE-284
CVE-2016-5572,CWE-264
CVE-2016-5573,CWE-264
CVE-2016-5574,CWE-284
CVE-2016-5575,CWE-200
CVE-2016-5576,CWE-284
CVE-2016-5577,CWE-284
CVE-2016-5578,CWE-284
CVE-2016-5579,CWE-284
CVE-2016-5580,CWE-284
CVE-2016-5581,CWE-284
CVE-2016-5582,CWE-284
CVE-2016-5584,CWE-200
CVE-2016-5585,CWE-284
CVE-2016-5586,CWE-284
CVE-2016-5587,CWE-284
CVE-2016-5588,CWE-284
CVE-2016-5589,CWE-284
CVE-2016-5591,CWE-284
CVE-2016-5592,CWE-284
CVE-2016-5593,CWE-284
CVE-2016-5594,CWE-284
CVE-2016-5595,CWE-284
CVE-2016-5596,CWE-200
CVE-2016-5597,CWE-200
CVE-2016-5598,CWE-284
CVE-2016-5599,CWE-284
CVE-2016-5600,CWE-284
CVE-2016-5601,CWE-284
CVE-2016-5602,CWE-200
CVE-2016-5603,CWE-200
CVE-2016-5604,CWE-284
CVE-2016-5605,CWE-284
CVE-2016-5606,CWE-284
CVE-2016-5607,CWE-284
CVE-2016-5608,CWE-284
CVE-2016-5610,CWE-284
CVE-2016-5611,CWE-200
CVE-2016-5613,CWE-284
CVE-2016-5614,CWE-200
CVE-2016-5615,CWE-284
CVE-2016-5618,CWE-200
CVE-2016-5619,CWE-284
CVE-2016-5620,CWE-284
CVE-2016-5621,CWE-200
CVE-2016-5622,CWE-284
CVE-2016-5623,CWE-254
CVE-2016-5636,CWE-190
CVE-2016-5637,CWE-119
CVE-2016-5638,CWE-200
CVE-2016-5639,CWE-22
CVE-2016-5640,CWE-77
CVE-2016-5642,CWE-79
CVE-2016-5645,CWE-284
CVE-2016-5646,CWE-119
CVE-2016-5647,CWE-264
CVE-2016-5648,CWE-295
CVE-2016-5649,CWE-200
CVE-2016-5650,CWE-284
CVE-2016-5652,CWE-119
CVE-2016-5653,CWE-89
CVE-2016-5654,CWE-264
CVE-2016-5660,CWE-79
CVE-2016-5661,CWE-284
CVE-2016-5663,CWE-79
CVE-2016-5664,CWE-22
CVE-2016-5670,CWE-255
CVE-2016-5671,CWE-352
CVE-2016-5672,CWE-310
CVE-2016-5673,CWE-284
CVE-2016-5674,CWE-20
CVE-2016-5675,CWE-20
CVE-2016-5676,CWE-285
CVE-2016-5677,CWE-200
CVE-2016-5678,CWE-798
CVE-2016-5679,CWE-78
CVE-2016-5680,CWE-119
CVE-2016-5681,CWE-119
CVE-2016-5682,CWE-79
CVE-2016-5684,CWE-787
CVE-2016-5685,CWE-74
CVE-2016-5686,CWE-287
CVE-2016-5687,CWE-125
CVE-2016-5688,CWE-119
CVE-2016-5689,CWE-476
CVE-2016-5690,CWE-476
CVE-2016-5691,CWE-20
CVE-2016-5696,CWE-200
CVE-2016-5697,CWE-91
CVE-2016-5699,CWE-113
CVE-2016-5700,CWE-284
CVE-2016-5701,CWE-74
CVE-2016-5702,CWE-254
CVE-2016-5703,CWE-89
CVE-2016-5704,CWE-79
CVE-2016-5705,CWE-79
CVE-2016-5706,CWE-399
CVE-2016-5709,CWE-200
CVE-2016-5710,CWE-1021
CVE-2016-5713,CWE-94
CVE-2016-5714,CWE-284
CVE-2016-5715,CWE-601
CVE-2016-5716,CWE-134
CVE-2016-5720,CWE-264
CVE-2016-5721,CWE-79
CVE-2016-5722,CWE-200
CVE-2016-5723,CWE-264
CVE-2016-5724,CWE-200
CVE-2016-5725,CWE-22
CVE-2016-5726,CWE-94
CVE-2016-5727,CWE-94
CVE-2016-5728,CWE-119
CVE-2016-5729,CWE-264
CVE-2016-5730,CWE-200
CVE-2016-5731,CWE-79
CVE-2016-5732,CWE-79
CVE-2016-5733,CWE-79
CVE-2016-5734,CWE-94
CVE-2016-5735,CWE-190
CVE-2016-5736,CWE-284
CVE-2016-5737,CWE-79
CVE-2016-5739,CWE-200
CVE-2016-5740,CWE-79
CVE-2016-5742,CWE-89
CVE-2016-5743,CWE-20
CVE-2016-5744,CWE-200
CVE-2016-5745,CWE-284
CVE-2016-5747,CWE-284
CVE-2016-5748,CWE-611
CVE-2016-5749,CWE-611
CVE-2016-5750,CWE-284
CVE-2016-5751,CWE-79
CVE-2016-5752,CWE-200
CVE-2016-5754,CWE-200
CVE-2016-5755,CWE-20
CVE-2016-5756,CWE-79
CVE-2016-5757,CWE-200
CVE-2016-5758,CWE-352
CVE-2016-5759,CWE-20
CVE-2016-5760,CWE-79
CVE-2016-5761,CWE-79
CVE-2016-5762,CWE-190
CVE-2016-5763,CWE-254
CVE-2016-5764,CWE-119
CVE-2016-5765,CWE-22
CVE-2016-5766,CWE-190
CVE-2016-5767,CWE-190
CVE-2016-5768,CWE-415
CVE-2016-5769,CWE-190
CVE-2016-5770,CWE-190
CVE-2016-5771,CWE-416
CVE-2016-5772,CWE-415
CVE-2016-5773,CWE-416
CVE-2016-5774,CWE-310
CVE-2016-5781,CWE-119
CVE-2016-5782,CWE-20
CVE-2016-5786,CWE-200
CVE-2016-5787,CWE-668
CVE-2016-5788,CWE-254
CVE-2016-5789,CWE-352
CVE-2016-5791,CWE-287
CVE-2016-5792,CWE-89
CVE-2016-5793,CWE-428
CVE-2016-5795,CWE-611
CVE-2016-5796,CWE-119
CVE-2016-5797,CWE-200
CVE-2016-5798,CWE-119
CVE-2016-5799,CWE-285
CVE-2016-5800,CWE-119
CVE-2016-5801,CWE-284
CVE-2016-5802,CWE-787
CVE-2016-5803,CWE-22
CVE-2016-5804,CWE-326
CVE-2016-5805,CWE-119
CVE-2016-5807,CWE-284
CVE-2016-5809,CWE-352
CVE-2016-5810,CWE-200
CVE-2016-5811,CWE-79
CVE-2016-5812,CWE-200
CVE-2016-5813,CWE-200
CVE-2016-5814,CWE-119
CVE-2016-5815,CWE-284
CVE-2016-5816,CWE-798
CVE-2016-5817,CWE-89
CVE-2016-5818,CWE-798
CVE-2016-5819,CWE-79
CVE-2016-5821,CWE-264
CVE-2016-5822,CWE-399
CVE-2016-5823,CWE-416
CVE-2016-5824,CWE-416
CVE-2016-5825,CWE-125
CVE-2016-5826,CWE-125
CVE-2016-5827,CWE-125
CVE-2016-5828,CWE-20
CVE-2016-5829,CWE-119
CVE-2016-5833,CWE-79
CVE-2016-5834,CWE-79
CVE-2016-5835,CWE-200
CVE-2016-5838,CWE-255
CVE-2016-5840,CWE-20
CVE-2016-5841,CWE-190
CVE-2016-5842,CWE-125
CVE-2016-5843,CWE-89
CVE-2016-5844,CWE-190
CVE-2016-5847,CWE-264
CVE-2016-5848,CWE-255
CVE-2016-5849,CWE-200
CVE-2016-5850,CWE-79
CVE-2016-5851,CWE-611
CVE-2016-5853,CWE-264
CVE-2016-5854,CWE-200
CVE-2016-5855,CWE-200
CVE-2016-5856,CWE-264
CVE-2016-5857,CWE-264
CVE-2016-5858,CWE-200
CVE-2016-5859,CWE-264
CVE-2016-5860,CWE-264
CVE-2016-5861,CWE-264
CVE-2016-5862,CWE-264
CVE-2016-5863,CWE-264
CVE-2016-5864,CWE-264
CVE-2016-5867,CWE-264
CVE-2016-5868,CWE-264
CVE-2016-5870,CWE-476
CVE-2016-5871,CWE-119
CVE-2016-5872,CWE-20
CVE-2016-5873,CWE-119
CVE-2016-5874,CWE-20
CVE-2016-5876,CWE-264
CVE-2016-5878,CWE-601
CVE-2016-5879,CWE-20
CVE-2016-5880,CWE-79
CVE-2016-5881,CWE-79
CVE-2016-5882,CWE-79
CVE-2016-5883,CWE-79
CVE-2016-5884,CWE-79
CVE-2016-5888,CWE-79
CVE-2016-5889,CWE-352
CVE-2016-5890,CWE-255
CVE-2016-5892,CWE-79
CVE-2016-5893,CWE-200
CVE-2016-5894,CWE-200
CVE-2016-5896,CWE-200
CVE-2016-5897,CWE-79
CVE-2016-5898,CWE-254
CVE-2016-5899,CWE-79
CVE-2016-5900,CWE-200
CVE-2016-5901,CWE-79
CVE-2016-5902,CWE-79
CVE-2016-5905,CWE-79
CVE-2016-5918,CWE-200
CVE-2016-5919,CWE-326
CVE-2016-5920,CWE-79
CVE-2016-5927,CWE-200
CVE-2016-5932,CWE-79
CVE-2016-5933,CWE-254
CVE-2016-5934,CWE-264
CVE-2016-5935,CWE-200
CVE-2016-5937,CWE-352
CVE-2016-5938,CWE-200
